latitude,longitude
40.648334999999996,-73.90568499999999
40.83968,-73.929276
40.66336,-73.95975
40.831974,-73.9235
40.802372,-73.96431
40.735653000000006,-73.85100600000001
40.671271999999995,-73.943726
40.585163,-73.95640999999999
40.774914,-73.74369
40.756653,-73.97858000000001
40.748924,-73.937386
40.75649,-73.997765
40.861655999999996,-73.89132
40.773117,-73.82648499999999
40.743683000000004,-73.88378
40.609809999999996,-73.92251
40.770153,-73.8776
40.716778000000005,-73.93635
40.65108,-73.97163
40.65461,-73.922
40.69699,-73.978836
40.601357,-73.99284
40.803143,-73.97256
40.69997,-73.76351
40.675274,-73.90621
40.758340000000004,-73.95775
40.659245,-73.96263
40.771355,-73.73933000000001
40.771774,-73.96754
40.72552,-73.9575
40.61146,-73.92437
40.680015999999995,-73.87743
40.87835,-73.870346
40.69644,-73.905594
40.611959999999996,-73.96816
40.71172,-73.957825
40.658768,-73.84271
40.68558,-73.97362
40.830006,-73.901726
40.697815000000006,-73.764275
40.804344,-73.92158
40.672363,-73.993576
40.677364000000004,-73.92813000000001
40.650024,-73.89126
40.53884,-74.17776500000001
40.75833,-73.89061
40.660315999999995,-73.913216
40.679072999999995,-73.86329
40.640373,-73.89702
40.75076,-73.96843
40.607655,-74.01703
40.850773,-73.93543000000001
40.575813000000004,-74.11979000000001
40.717392,-73.97515
40.675495,-73.88916
40.723347,-73.939316
40.719734,-73.76435
40.65906,-73.88459
40.666695000000004,-73.767136
40.677124,-73.8825
40.70058,-73.80775
40.747925,-73.88114
40.678196,-73.98253000000001
40.677353000000004,-73.80443000000001
40.719475,-73.79263
40.674890000000005,-73.88454399999999
40.75184,-73.70288000000001
40.636790000000005,-74.136765
40.651466,-73.936
40.834765999999995,-73.86995
40.849407,-73.900894
40.67385,-73.95968
40.7432,-73.89589000000001
40.685320000000004,-73.774956
40.758587,-73.98509
40.77039,-73.954124
40.737536999999996,-73.929955
40.75177,-73.980804
40.75264,-73.93988
40.7136,-74.0091
40.588561999999996,-74.14584
40.8252,-73.867714
40.724426,-73.99073
40.844177,-73.90292
40.816982,-73.9398
40.824352000000005,-73.82021999999999
40.738503,-73.99180600000001
40.776684,-73.98305500000001
40.720620000000004,-73.81376999999999
40.698338,-73.98213
40.63411,-74.0326
40.68584,-73.97328
40.862495,-73.9342
40.594006,-73.78446
40.79356,-73.96701999999999
40.59142,-74.08471
40.772705,-73.949486
40.85221,-73.933235
40.87296,-73.87495
40.823303,-73.88708000000001
40.75482,-73.978134
40.74954,-73.97744
40.86268,-73.90905
40.825573,-73.918465
40.748806,-73.99221
40.749825,-73.972206
40.55485,-74.16853
40.74273,-73.95411999999999
40.68578,-73.9544
40.75428,-73.89751
40.69757,-73.87144
40.672447,-73.87427
40.70534,-73.819275
40.68864,-73.90855400000001
40.762794,-73.79611
40.72568,-73.85728
40.897265999999995,-73.84249
40.684670000000004,-73.97893499999999
40.732346,-73.98495
40.73992,-73.98658
40.64703,-74.012
40.570890000000006,-74.1479
40.69596,-73.964096
40.770435,-73.83421
40.624096,-74.03375
40.714729999999996,-73.94208
40.68085,-73.78922
40.731182000000004,-73.871605
40.764626,-73.99555
40.878613,-73.849464
40.61497,-73.92844000000001
40.754707,-73.87575
40.84438,-73.88444
40.585840000000005,-73.93788
40.75274,-73.86419000000001
40.771305,-73.87664000000001
40.65947,-73.937775
40.76502,-73.9174
40.70498,-73.920296
40.756035,-73.98695
40.646255,-73.908905
40.75388,-73.96616
40.68099,-73.85477
40.68748,-73.81238
40.762170000000005,-73.7568
40.63889,-74.16609
40.60346,-74.13152
40.69654,-73.93086
40.707066,-73.945885
40.612057,-74.1323
40.898994,-73.85573000000001
40.586586,-73.93542
40.680015999999995,-73.87743
40.722015,-73.85564000000001
40.609535,-73.75372
40.65484,-73.9597
40.672579999999996,-73.89121999999999
40.87469,-73.8865
40.6125,-73.98053
40.79193,-73.93759
40.682495,-73.98786
40.75123,-73.9366
40.739494,-73.97663
40.850821999999994,-73.90146999999999
40.744385,-73.88608
40.857903,-73.86468
40.85095,-73.86681
40.694843,-73.84735
40.703598,-74.0144
40.744667,-73.931694
40.69802,-73.97499
40.66626,-73.99596
40.888596,-73.89068
40.593357,-74.0966
40.75592,-73.90250999999999
40.657309999999995,-73.89965
40.63201,-74.01318
40.75203,-73.92915
40.65851,-73.89081
40.802853000000006,-73.94906999999999
40.626568,-73.970924
40.798626,-73.93953
40.660090000000004,-73.77416
40.848682000000004,-73.939224
40.586746000000005,-73.81711999999999
40.713634000000006,-73.94595
40.758590000000005,-73.99095
40.716557,-73.82869000000001
40.683125,-73.98744
40.734190000000005,-73.78355
40.85795,-73.92727
40.758976000000004,-73.99394000000001
40.68777,-73.98701
40.7661,-73.8118
40.619984,-73.96427
40.670994,-73.88004000000001
40.625137,-74.00957
40.617785999999995,-74.08111
40.692707,-73.80425
40.887413,-73.90720999999999
40.737784999999995,-73.982765
40.665134,-73.99669
40.795055,-73.93316999999999
40.635517,-73.963356
40.848164000000004,-73.90066999999999
40.63552,-74.0167
40.754177,-73.984604
40.687008,-73.82219
40.70143,-73.886925
40.746246,-73.91524
40.59582,-73.77233000000001
40.698406,-73.80646999999999
40.760056,-73.97884
40.76056,-73.96034
40.740185,-73.986374
40.680687,-73.84459
40.830738000000004,-73.9105
40.721934999999995,-73.81705500000001
40.626106,-73.994225
40.900259999999996,-73.88645
40.735283,-73.85984
40.633232,-74.01191999999999
40.75663,-73.92531
40.666225,-73.97551999999999
40.692935999999996,-73.87777
40.785465,-73.97666
40.6466,-73.97033
40.711765,-73.94248
40.665165,-73.767876
40.836555,-73.94306
40.63465,-73.93727
40.660854,-73.97958
40.66401,-73.99771
40.634772999999996,-74.08412
40.674,-73.8721
40.705246,-73.95908
40.799698,-73.96996999999999
40.90348,-73.85035
40.632393,-73.9953
40.709747,-73.82056999999999
40.671875,-73.91414
40.592552000000005,-73.988
40.89,-73.849106
40.807087,-73.94178000000001
40.665253,-73.905754
40.855072,-73.872055
40.781690000000005,-73.841415
40.790585,-73.93936
40.819805,-73.92674
40.71702,-73.830505
40.63759,-73.927864
40.801753999999995,-73.93121
40.584137,-73.96386
40.72082,-73.98172
40.646,-73.97175
40.75822,-73.82545999999999
40.680782,-73.975075
40.66612,-73.82225
40.645103000000006,-74.01033000000001
40.6216,-73.92327
40.647247,-73.893196
40.762170000000005,-73.7568
40.70362,-73.76786
40.827453999999996,-73.93725
40.824245,-73.82569000000001
40.715763,-73.74654
40.630363,-74.00414
40.67903,-73.88749
40.742188,-73.91891
40.825134000000006,-73.95141
40.696033,-73.98453
40.816338,-73.83697
40.708042,-73.93992
40.74045,-73.844376
40.821296999999994,-73.85811600000001
40.666588,-73.80809
40.74348,-73.921486
40.832375,-73.91568000000001
40.693515999999995,-73.86386999999999
40.770348,-73.99462
40.730579999999996,-74.00169
40.674416,-73.96695
40.585840000000005,-73.93788
40.692054999999996,-73.98254399999999
40.84492,-73.90552
40.68473,-74.00102
40.705944,-73.81201999999999
40.67576,-73.80154
40.767612,-73.927826
40.823605,-73.852264
40.809563,-73.92923
40.781662,-73.83445
40.664658,-73.90559
40.73707,-73.98151999999999
40.674934,-73.80185999999999
40.618023,-74.00981
40.62194,-73.96865
40.640583,-73.91894
40.84543,-73.91399
40.72272,-73.994156
40.8466,-73.90381
40.719975,-73.94071
40.88919,-73.83131
40.75595,-73.99074
40.609435999999995,-73.97514
40.617214000000004,-73.93717
40.688477,-73.98475
40.750244,-73.920135
40.76088,-73.83275
40.592876000000004,-73.75319
40.66709,-73.76375999999999
40.597854999999996,-73.7821
40.80545,-73.965775
40.68954,-73.97114599999999
40.679733,-73.969765
40.61822,-73.9566
40.595715000000006,-73.96508
40.75182,-73.93834
40.644253000000006,-73.93252
40.693115,-73.96925999999999
40.67005,-73.95392
40.617664000000005,-73.962814
40.73272,-73.94281
40.844864,-73.92256
40.76051,-73.82914
40.68305,-73.84225
40.50773,-74.230064
40.69838,-73.96076
40.774370000000005,-73.963554
40.617382,-73.943474
40.579803000000005,-74.10583000000001
40.693134,-73.96937
40.663227,-73.93159
40.836555,-73.94306
40.597275,-73.970566
40.632294,-73.96678
40.574940000000005,-74.10526999999999
40.64027,-73.916046
40.84018,-73.92647
40.688457,-73.98272
40.635166,-73.98481
40.601734,-73.935036
40.767790000000005,-73.99143000000001
40.6436,-73.90974399999999
40.61651,-74.02665999999999
40.846443,-73.826004
40.748108,-73.947365
40.7594,-73.77293
40.639922999999996,-73.90064
40.712696,-73.900604
40.840202000000005,-73.835365
40.81751,-73.96069
40.816864,-73.88274399999999
40.691708,-73.81129
40.75045,-73.9873
40.713303,-73.73586
40.645348,-74.01375
40.718956,-73.98958
40.81801,-73.96149
40.760253999999996,-73.967545
40.851673,-73.933846
40.77052,-73.91978
40.761272,-73.95571
40.848938000000004,-73.93708000000001
40.7136,-74.0091
40.818233,-73.95273
40.770959999999995,-73.92143
40.7118,-73.94224
40.636856,-73.97835500000001
40.66675,-73.779945
40.758316,-73.91069
40.812813,-73.94181
40.853477000000005,-73.82621999999999
40.655396,-73.92976999999999
40.881073,-73.87849399999999
40.87898,-73.909035
40.638453999999996,-73.99931
40.707462,-74.00404
40.590527,-74.165474
40.715973,-73.76228
40.695026,-73.75643000000001
40.815845,-73.89544000000001
40.60754,-73.99519000000001
40.747917,-73.9736
40.714787,-74.01345
40.7549,-73.9902
40.719025,-73.98978000000001
40.729176,-73.87898
40.692688000000004,-73.839386
40.69835,-73.92275
40.709747,-73.82056999999999
40.592083,-73.78571
40.70066,-73.98775
40.761993,-73.75849000000001
40.757385,-73.88855
40.675670000000004,-73.89785
40.816837,-73.92061600000001
40.690212,-73.919426
40.736668,-73.997345
40.76635,-73.95103
40.78172,-73.82738499999999
40.589695,-74.067276
40.771305,-73.87664000000001
40.882217,-73.88046
40.629887,-74.08736400000001
40.716743,-73.9037
40.823483,-73.90005
40.7429,-73.99280999999999
40.642047999999996,-74.07533000000001
40.649376000000004,-74.0023
40.654526000000004,-73.94417
40.641304,-73.95644
40.75472,-73.81704
40.589966,-73.8091
40.772015,-73.73436
40.76018,-73.8012
40.676693,-74.0021
40.803593,-73.919785
40.742294,-73.98165999999999
40.593674,-73.98983
40.82383,-73.87624
40.584903999999995,-73.95831
40.711113,-73.95621
40.815684999999995,-73.9583
40.713997,-73.80826
40.88531,-73.90813
40.584922999999996,-73.81528
40.74284,-74.00028
40.748356,-74.00369
40.658657,-73.771996
40.71512,-73.83224
40.749157000000004,-73.9727
40.682559999999995,-73.968765
40.61913,-73.92398
40.600590000000004,-73.96137
40.694046,-73.89573
40.63288,-74.097206
40.666354999999996,-73.80163
40.733990000000006,-73.98374
40.742832,-74.00771
40.680775,-73.76383
40.76538,-73.7441
40.666855,-73.80425
40.694168,-73.959785
40.759163,-73.97675
40.609642,-73.9456
40.71062,-73.95453
40.814705,-73.90659000000001
40.678653999999995,-74.01629
40.531918,-74.19175
40.75092,-73.86224
40.76155,-73.96659
40.703724,-73.95979
40.748855999999996,-73.799904
40.645355,-74.01071999999999
40.605606,-73.99723
40.654312,-73.91759
40.753925,-73.99761
40.751415,-73.884636
40.884712,-73.852165
40.87793,-73.8703
40.57999,-73.94675
40.771305,-73.87664000000001
40.63765,-73.9528
40.71467,-73.98234000000001
40.82517,-73.86389
40.709038,-73.78624
40.667156,-73.9101
40.88088,-73.876595
40.663162,-73.96229
40.701237,-73.79465
40.82193,-73.88844
40.7606,-73.96434
40.700835999999995,-73.99495
40.760174,-73.98395
40.72337,-73.8483
40.605812,-73.819626
40.76838,-73.99280999999999
40.641059999999996,-74.02486
40.637264,-73.9898
40.827059999999996,-73.87009
40.689976,-73.79955
40.642371999999995,-73.957466
40.76963,-73.91585500000001
40.737567999999996,-74.00975
40.724308,-73.842575
40.63258,-74.021385
40.743156,-73.97213
40.757071999999994,-73.85491999999999
40.718292,-73.98248000000001
40.764378,-73.81007
40.84864,-73.93053
40.764107,-73.96682
40.703876,-73.79885999999999
40.576775,-74.102104
40.670734,-73.93373000000001
40.76589,-73.78835
40.58392,-73.83093000000001
40.86247,-73.90029
40.674652,-73.909164
40.756664,-73.990204
40.743782,-73.97352
40.640846,-73.98246999999999
40.663902,-73.93993
40.726543,-73.87402
40.567809999999994,-74.112434
40.720966,-73.8429
40.748737,-73.985275
40.703556,-73.78805
40.624763,-73.96518
40.726406,-73.98618
40.850048,-73.85781999999999
40.7119,-73.78741
40.775368,-73.92118
40.649406,-73.97175
40.704741999999996,-73.86016
40.73268,-73.99123
40.76155,-73.96659
40.708626,-73.94513
40.83985,-73.852875
40.732254,-73.99636
40.712055,-73.75319
40.699364,-73.93565
40.64663,-73.95566
40.741493,-73.87503000000001
40.786396,-73.80593
40.753204,-73.77627
40.737891999999995,-73.86795
40.766556,-73.96294
40.762295,-73.78481
40.881836,-73.83726999999999
40.80543,-73.92087
40.612190000000005,-74.01084
40.84288,-73.913574
40.721171999999996,-73.9557
40.770313,-73.99141
40.631283,-73.94603000000001
40.5715,-74.12163000000001
40.75207,-73.85421
40.68529,-73.97620400000001
40.86525,-73.84605400000001
40.67295,-73.92517
40.84932,-73.945145
40.8557,-73.91495
40.855785,-73.90558
40.737762,-73.98266
40.76732,-73.92231
40.634026,-74.10058599999999
40.737682,-73.85206
40.859303000000004,-73.89884
40.77421,-73.93182
40.65067,-73.95248000000001
40.660923,-73.980225
40.7672,-73.887825
40.666435,-73.83478000000001
40.722584000000005,-74.00636
40.72684,-73.71354000000001
40.81838,-73.94699
40.632927,-73.89104
40.606759999999994,-73.96373
40.65749,-73.893074
40.575413,-74.11904
40.71948,-73.74557
40.7547,-73.89349
40.74457,-73.731575
40.613895,-74.01051
40.758865,-73.98488
40.820965,-73.939575
40.7182,-73.80136999999999
40.864017,-73.88841
40.608814,-73.973
40.689,-73.95904499999999
40.675884,-73.75577
40.600006,-73.999466
40.8617,-73.89139
40.74223,-73.9933
40.670376,-73.81126
40.86309,-73.88946
40.568893,-74.09205
40.7397,-73.99649000000001
40.829136,-73.9114
40.795456,-73.96564000000001
40.71356,-74.00904
40.634609999999995,-73.96901
40.700511999999996,-73.796776
40.752728000000005,-73.92296999999999
40.809563,-73.92923
40.772865,-73.98955
40.577729999999995,-73.960945
40.727432,-73.90713000000001
40.750479999999996,-73.99526999999999
40.55231,-74.19095
40.75488,-73.89929000000001
40.63643,-73.91431999999999
40.712902,-73.831474
40.739197,-73.86873
40.765064,-73.97484
40.802074,-73.93406999999999
40.682915,-73.94674
40.640583,-73.95573
40.714024,-73.95164
40.60235,-74.18960600000001
40.64853,-73.95576
40.828327,-73.92089
40.677032000000004,-73.82468399999999
40.677654,-73.90332
40.8065,-73.90803000000001
40.77517,-73.92905
40.813065,-73.946304
40.7136,-74.0091
40.593716,-74.08479
40.872585,-73.84104
40.720473999999996,-73.72969
40.744240000000005,-73.84716999999999
40.67559,-73.977875
40.70313,-73.816795
40.593014000000004,-73.96079
40.86908,-73.884125
40.785038,-73.94104
40.67093,-73.94207
40.666140000000006,-73.82326
40.712486,-73.75139
40.828957,-73.84206400000001
40.689713,-73.840775
40.655563,-73.87974
40.732037,-73.98422
40.602573,-73.94332
40.7578,-73.817764
40.8122,-73.94226
40.825687,-73.87066
40.568256,-74.10548
40.814170000000004,-73.93431
40.805073,-73.92331
40.701609999999995,-73.9289
40.870907,-73.90725
40.904140000000005,-73.90501400000001
40.68943,-73.92265
40.58613,-73.95011
40.732315,-74.00052
40.671806,-73.93717
40.724785,-74.00596999999999
40.69407,-73.82802
40.6453,-74.10441
40.68015,-73.87165999999999
40.831387,-73.92898000000001
40.597435,-73.74713
40.755817,-73.990845
40.707813,-73.77938
40.78263,-73.9512
40.693295,-73.80802
40.759570000000004,-73.83228000000001
40.585037,-73.95645
40.610725,-74.09774
40.708434999999994,-74.012535
40.681305,-73.97548
40.677845,-73.89801
40.838947,-73.91643499999999
40.618109999999994,-73.959114
40.607258,-74.00265
40.621635,-74.009636
40.749844,-73.93899499999999
40.648790000000005,-74.01641
40.629985999999995,-73.99736999999999
40.69158,-73.79319
40.678234,-73.89753
40.737784999999995,-73.93496
40.743206,-73.979965
40.663105,-73.90518
40.719643,-73.83507
40.744778000000004,-73.97589
40.724284999999995,-73.9756
40.758427000000005,-73.99264000000001
40.613895,-74.01051
40.764008000000004,-73.8278
40.781659999999995,-73.83523000000001
40.72829,-73.84206400000001
40.748245000000004,-73.976295
40.649895,-73.9558
40.73211,-73.95678000000001
40.652798,-73.888504
40.681999999999995,-73.96866999999999
40.656845000000004,-73.95022
40.682034,-73.96865
40.760677,-73.76648
40.762756,-73.82261
40.658577,-73.89063
40.814205,-73.94453
40.76903,-73.88203
40.626568,-73.970924
40.630109999999995,-74.01001
40.668495,-73.925606
40.88561,-73.9018
40.676594,-73.89038000000001
40.59497,-73.76071
40.581959999999995,-73.959946
40.648579999999995,-73.87144
40.64836,-73.96956999999999
40.66925,-73.93944
40.767734999999995,-73.9185
40.856678,-73.92679
40.666121999999994,-73.93139000000001
40.730137,-73.86236600000001
40.727776,-73.92902
40.61695,-74.08225999999999
40.779995,-73.94886
40.685192,-73.977036
40.83354,-73.89631
40.75525,-73.998665
40.660454,-73.9123
40.708263,-73.895584
40.76246,-73.772224
40.72837,-73.871155
40.880657,-73.877625
40.649440000000006,-73.96308
40.756046000000005,-73.81307
40.748974,-74.00324
40.86762,-73.89585
40.655559999999994,-73.892715
40.57928,-74.16349
40.632071999999994,-73.94079599999999
40.659138,-73.998856
40.701527,-73.986755
40.78393,-73.94423
40.834034,-73.89528
40.698204,-73.94976
40.761520000000004,-73.83293
40.769220000000004,-73.96100600000001
40.699215,-73.81609
40.788579999999996,-73.95528399999999
40.85051,-73.93105
40.71001,-73.79474
40.86692,-73.88413
40.711006,-73.729675
40.636494,-73.98701
40.639763,-74.0356
40.634865000000005,-74.135826
40.672657,-73.922226
40.74961,-73.95106
40.76781,-73.96202
40.69412,-73.96016999999999
40.768684,-73.90562
40.69733,-73.76201999999999
40.669290000000004,-73.842445
40.748646,-73.98505
40.658836,-73.92045999999999
40.846565000000005,-73.92589
40.70862,-74.01512
40.68091,-73.78106
40.764378,-73.81007
40.78322,-73.84586
40.682762,-73.91998000000001
40.68204,-73.859474
40.746635,-73.82535
40.588924,-74.167625
40.680107,-73.93749
40.85797,-73.87272
40.768597,-73.967766
40.703377,-73.86343000000001
40.738853000000006,-73.952736
40.77447,-73.97975
40.741642,-74.00487
40.772114,-73.8314
40.74026,-73.867325
40.678288,-73.779434
40.6961,-73.96249
40.74355,-73.73246
40.830154,-73.93964
40.710716,-73.95359
40.670006,-73.95328
40.57333,-74.117836
40.699818,-73.95631999999999
40.858090000000004,-73.901924
40.655246999999996,-73.981804
40.733470000000004,-73.73614
40.834114,-73.941124
40.767174,-73.93765
40.605072,-73.92988000000001
40.665848,-73.886696
40.70066,-73.98775
40.756126,-73.9943
40.781574,-73.9136
40.70254,-73.81399499999999
40.73496,-73.93857
40.858162,-73.91699
40.839420000000004,-73.872925
40.826427,-73.950455
40.800343,-73.9142
40.723484,-73.95165
40.72537,-73.95473
40.74184,-73.88101
40.699455,-73.9397
40.754658,-73.833115
40.769333,-73.841736
40.754406,-73.89628
40.751446,-74.001434
40.653503,-73.97623399999999
40.667046,-73.87321999999999
40.636837,-74.0862
40.675083,-73.809586
40.659645000000005,-73.94643
40.811640000000004,-73.9506
40.745197,-73.871574
40.764996000000004,-73.976715
40.688159999999996,-73.848854
40.71706,-73.99476
40.804253,-73.96293
40.749559999999995,-73.8548
40.85315,-73.90561
40.663270000000004,-73.9951
40.794697,-73.93637
40.591105999999996,-73.96513
40.7136,-74.0091
40.692463000000004,-73.81081999999999
40.58525,-73.98728
40.668957,-73.98062
40.613617,-73.95306
40.626583000000004,-74.0009
40.854477,-73.8667
40.767340000000004,-73.96868
40.730442,-73.91367
40.723366,-73.99571
40.74877,-73.89361600000001
40.60405,-74.00643000000001
40.669098,-73.93666
40.770332,-73.87608
40.698505,-73.956924
40.8523,-73.9334
40.702057,-73.7468
40.6763,-73.80248
40.839985,-73.877426
40.66937,-73.89523
40.76189,-73.82967
40.881252,-73.85295
40.783295,-73.97821
40.63258,-74.021385
40.658295,-73.93109
40.634926,-73.993454
40.765675,-73.97624
40.834423,-73.879265
40.76001,-73.96695
40.708057000000004,-73.92255
40.73032,-73.74419
40.838196,-73.87173
40.708484999999996,-74.01518
40.761435999999996,-73.76176
40.75219,-73.99347
40.708225,-73.9248
40.733779999999996,-73.8358
40.815845,-73.89544000000001
40.838196,-73.87173
40.766166999999996,-73.954254
40.575024,-74.1183
40.734629999999996,-73.937775
40.741271999999995,-73.97535
40.689137,-73.9577
40.73545,-73.917046
40.72087,-73.959
40.681175,-73.83455
40.756873999999996,-73.94436
40.795466999999995,-73.94605
40.761165999999996,-73.82938
40.747966999999996,-73.9855
40.82477,-73.89585
40.689021999999994,-73.93925
40.62757,-73.976585
40.73178,-73.98973000000001
40.81344,-73.94135
40.76624,-73.960236
40.717648,-73.76665
40.753944,-73.972145
40.794884,-73.96976
40.83605,-73.85513
40.69851,-73.852905
40.636112,-73.7403
40.807037,-73.949745
40.742374,-73.85526999999999
40.858044,-73.90527
40.71467,-73.99114
40.67973,-73.75148
40.6575,-73.839455
40.655834000000006,-73.839035
40.665375,-73.934235
40.7571,-73.828964
40.849236,-73.92371
40.858406,-73.89061
40.866577,-73.8722
40.72572,-73.99651999999999
40.733784,-73.938896
40.845467,-73.92813000000001
40.698196,-73.74713
40.62595,-73.925674
40.769141999999995,-73.98655
40.64367,-74.015495
40.767371999999995,-73.950066
40.670006,-73.95328
40.745045000000005,-73.71571999999999
40.705376,-73.86861400000001
40.72828,-73.7604
40.673120000000004,-73.75623
40.67112,-73.91350600000001
40.578196999999996,-74.11703
40.863895,-73.91936
40.675816,-73.895836
40.813786,-73.89132
40.60877,-73.757805
40.724552,-73.72452
40.770179999999996,-73.94765500000001
40.819004,-73.946526
40.767532,-73.953255
40.625904,-74.03594
40.745235,-73.937706
40.847794,-73.85692
40.769688,-73.736305
40.71915,-73.75364
40.727090000000004,-73.99155400000001
40.78268,-73.95326999999999
40.84969,-73.78744
40.830463,-73.947525
40.82615,-73.87765999999999
40.71144,-73.951195
40.761856,-73.96343
40.631446999999994,-74.098885
40.71523,-74.01334
40.68892,-73.99915
40.7662,-73.812996
40.728012,-73.82762
40.80849,-73.947174
40.832386,-73.86457
40.809048,-73.8827
40.729332,-74.00523000000001
40.846866999999996,-73.82896
40.85119,-73.84434
40.704605,-73.966095
40.83746,-73.92229
40.637928,-73.96188000000001
40.836090000000006,-73.87039
40.7606,-73.96434
40.82354,-73.943535
40.719448,-74.0103
40.61146,-73.92437
40.747665000000005,-73.94506
40.765223999999996,-73.9317
40.614647,-73.9878
40.69518,-73.983246
40.54996,-74.15085
40.747009999999996,-73.86024499999999
40.656105,-73.89912
40.634567,-74.1172
40.72032,-73.99404
40.633488,-73.97459
40.69215,-73.86216
40.73555,-73.934784
40.656209999999994,-73.914665
40.607338,-73.96189
40.706179999999996,-73.75825
40.639294,-74.01279
40.76505,-73.72359
40.681396,-73.97377
40.722865999999996,-73.94023
40.719482,-73.991295
40.753944,-73.972145
40.695995,-73.96964
40.71356,-74.00904
40.750763,-73.97446
40.714065999999995,-73.94938
40.56878,-74.10661
40.715084000000004,-73.75383000000001
40.788563,-73.81498
40.710384000000005,-73.76011
40.69789,-73.9439
40.669025,-73.915115
40.72372,-73.95092
40.737553000000005,-73.85089
40.75124,-73.77502
40.646038,-73.92685999999999
40.749866,-73.86273
40.71184,-74.00825
40.83302,-73.89805600000001
40.729217999999996,-73.99199
40.684845,-73.81338000000001
40.733376,-73.86665
40.660109999999996,-73.98985
40.843536,-73.88273000000001
40.675785,-73.90269
40.608932,-73.97192
40.687317,-73.87821
40.5785,-74.15615
40.65317,-73.866875
40.79018,-73.95203000000001
40.772459999999995,-73.96705
40.663123999999996,-73.96244
40.843365000000006,-73.91545
40.745476000000004,-73.90446
40.746353000000006,-73.91617
40.723698,-74.00792
40.742012,-73.78278
40.669067,-73.86555
40.75592,-73.98635999999999
40.64456,-73.98836
40.620323,-74.02723
40.58945,-73.960526
40.607243,-73.98725999999999
40.645176,-73.99231999999999
40.643677000000004,-73.970726
40.675632,-73.89878
40.544094,-74.14116
40.82127,-73.818565
40.60691,-74.131905
40.80923,-73.96307
40.625659999999996,-74.15366999999999
40.632847,-73.928375
40.756733000000004,-73.99072
40.75458,-73.99915
40.752140000000004,-73.979774
40.769493,-73.84431500000001
40.70057,-73.743774
40.718853,-74.00485
40.684074,-73.94118
40.525764,-74.2273
40.658671999999996,-73.90019000000001
40.817593,-73.95319
40.702984,-73.94586
40.685196000000005,-73.97829
40.707726,-73.76961
40.71723,-73.91963
40.744205,-73.95846999999999
40.667564,-73.975945
40.75781,-73.97353000000001
40.74544,-73.9754
40.635494,-74.00957
40.848038,-73.93285
40.750316999999995,-73.99112
40.70926,-73.79739000000001
40.752403,-73.92442
40.65632,-73.94931
40.668354,-73.97933
40.777504,-73.95495600000001
40.65699,-73.8849
40.709866,-73.96122
40.638046,-73.92698
40.729794,-74.002144
40.61143,-74.03485
40.721759999999996,-73.76001
40.743446,-74.00355
40.741932,-73.79696
40.806164,-73.909134
40.719215000000005,-73.74225600000001
40.709184,-73.956815
40.75326,-74.00383000000001
40.858162,-73.91699
40.722896999999996,-73.91386
40.823032,-73.93808
40.656708,-74.00537
40.810997,-73.905846
40.607,-73.999344
40.882435,-73.879036
40.753006,-73.8326
40.699707000000004,-73.95718000000001
40.689377,-73.987045
